"id","sex","taxon","event","lat","lon","ele","coordinateNotes","label","start","end","sample","trap","site","NA"
"10573","M","Syzeuctus sp1","Amazon 1998","","","","","60
PERU, Dept. of Loreto Iquitos area, Allpahuayo 4-20.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/4 005
55",1998-10-04,1998-10-20,"d1-4","d1","sand","Amazon 1998"
"10574","M","Syzeuctus sp1","Amazon 1998","","","","","46
PERU, Dept. of Loreto Iquitos area, Allpahuayo 18.9-4.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/3 013
54",1998-09-18,1998-10-04,"d1-3","d1","sand","Amazon 1998"
"10575","M","Syzeuctus sp1","Amazon 2000","-3.943361111111","-73.411444444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.4.-3.5.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E1/5",2000-04-16,2000-05-03,"e1-5","e1","sand","Amazon 2000"
"10576","M","Syzeuctus sp1","Amazon 2000","-3.942055555556","-73.408166666667","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.4.-3.5.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E2/5",2000-04-16,2000-05-03,"e2-5","e2","sand","Amazon 2000"
"10577","M","Syzeuctus sp1","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-16.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/4",2000-03-24,2000-04-16,"f1-4","f1","loam","Amazon 2000"
"10578","M","Syzeuctus sp1","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.1-20.2.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/1",2000-01-24,2000-02-20,"g3-1","g3","sand","Amazon 2000"
"10579","M","Syzeuctus sp1","Amazon 2000","-3.946833333333","-73.423472222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G1/4",2000-03-24,2000-04-16,"g1-4","g1","sand","Amazon 2000"
"10580","M","Syzeuctus sp1","Amazon 2000","-3.933888888889","-73.431111111111","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/4",2000-03-24,2000-04-16,"g2-4","g2","sand","Amazon 2000"
"10581","M","Syzeuctus sp1","Amazon 2000","-3.933888888889","-73.431111111111","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/4",2000-03-24,2000-04-16,"g2-4","g2","sand","Amazon 2000"
"10582","M","Syzeuctus sp1","Amazon 2000","-3.933888888889","-73.431111111111","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/4",2000-03-24,2000-04-16,"g2-4","g2","sand","Amazon 2000"
"10583","M","Syzeuctus sp1","Amazon 2000","-3.948916666667","-73.421194444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.3.-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/3",2000-03-08,2000-03-24,"h1-3","h1","loam","Amazon 2000"
"10584","M","Syzeuctus sp1","Amazon 2000","-3.948916666667","-73.421194444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 11.-29.6.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/8",2000-06-11,2000-06-29,"h1-8","h1","loam","Amazon 2000"
"10585","M","Syzeuctus sp1","Amazon 2000","-3.953694444444","-73.418722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 18.8.-14.9.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/12",2000-08-18,2000-09-14,"h2-12","h2","clay","Amazon 2000"
"10586","M","Syzeuctus sp1","Amazon 2000","-3.948916666667","-73.421194444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.7-2.8.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/10",2000-07-16,2000-08-02,"h1-10","h1","loam","Amazon 2000"
"10587","M","Syzeuctus sp1","Amazon 2000","-3.948916666667","-73.421194444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/5",2000-04-17,2000-05-03,"h1-5","h1","loam","Amazon 2000"
"10588","M","Syzeuctus sp1","Amazon 2000","-3.948916666667","-73.421194444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/4",2000-03-24,2000-04-17,"h1-4","h1","loam","Amazon 2000"
"10589","M","Syzeuctus sp1","Amazon 2000","-3.962972222222","-73.442722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/15",2000-10-15,2000-11-08,"i1-15","i1","sand","Amazon 2000"
"10590","M","Syzeuctus sp1","Amazon 2000","-3.962972222222","-73.442722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4",2000-03-24,2000-04-17,"i1-4","i1","sand","Amazon 2000"
"10591","M","Syzeuctus sp1","Amazon 2000","-3.962972222222","-73.442722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4",2000-03-24,2000-04-17,"i1-4","i1","sand","Amazon 2000"
"10592","M","Syzeuctus sp1","Amazon 2011","-3.967336111111","-73.417927777778","125","The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 24-30.10.2011 Gómez&Sääksjärvi leg. Malaise6 Week23 30 58' 24 \"S  73 25' 45 \" W",2011-10-23,2011-10-30,"m6-23","m6","secondary","Amazon 2011"
"10593","M","Syzeuctus sp1","Amazon 2011","-3.951383333333","-73.402588888889","90","The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 12-18.9.2011 Gómez&Sääksjärvi leg. Malaise1 Week17 30 57' 49\"S  73 24' 93\" W",2011-09-11,2011-09-18,"m1-17","m1","secondary","Amazon 2011"
"10594","F","Syzeuctus sp2","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.12.98-1.1.99, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/9 125
3
[5? or 51?]",1998-12-16,1999-01-01,"b2-9","b2","sand","Amazon 1998"
"10595","F","Syzeuctus sp2","Amazon 1998","","","","","25
PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI C2/9 010
50",1998-12-17,1999-01-20,"c2-9","c2","clay","Amazon 1998"
"10596","F","Syzeuctus sp2","Amazon 1998","","","","","59
PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/9 017
52",1998-12-17,1999-01-20,"d1-9","d1","sand","Amazon 1998"
"10597","F","Syzeuctus sp2","Amazon 2000","-3.941388888889","-73.405805555556","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E3/3",2000-03-08,2000-03-24,"e3-3","e3","sand","Amazon 2000"
"10598","F","Syzeuctus sp2","Amazon 2000","-3.943361111111","-73.411444444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E1/4",2000-03-24,2000-04-16,"e1-4","e1","sand","Amazon 2000"
"10599","F","Syzeuctus sp2","Amazon 2000","-3.943361111111","-73.411444444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.4-3.5.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E1/5",2000-04-16,2000-05-03,"e1-5","e1","sand","Amazon 2000"
"10600","F","Syzeuctus sp2","Amazon 2000","-3.942055555556","-73.408166666667","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E2/3",2000-03-08,2000-03-24,"e2-3","e2","sand","Amazon 2000"
"10601","F","Syzeuctus sp2","Amazon 2000","-3.942055555556","-73.408166666667","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E2/4",2000-03-24,2000-04-16,"e2-4","e2","sand","Amazon 2000"
"10602","F","Syzeuctus sp2","Amazon 2000","-3.941388888889","-73.405805555556","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E3/4",2000-03-24,2000-04-16,"e3-4","e3","sand","Amazon 2000"
"10603","F","Syzeuctus sp2","Amazon 2000","-3.941388888889","-73.405805555556","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E3/4",2000-03-24,2000-04-16,"e3-4","e3","sand","Amazon 2000"
"10604","F","Syzeuctus sp2","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/3",2000-03-07,2000-03-24,"f1-3","f1","loam","Amazon 2000"
"10605","F","Syzeuctus sp2","Amazon 2000","-3.9445","-73.413527777778","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/3",2000-03-07,2000-03-24,"f1-3","f1","loam","Amazon 2000"
"10606","F","Syzeuctus sp2","Amazon 2000","-3.946555555556","-73.413055555556","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 7-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F2/3",2000-03-07,2000-03-24,"f2-3","f2","loam","Amazon 2000"
"10607","F","Syzeuctus sp2","Amazon 2000","-3.933888888889","-73.431111111111","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/3",2000-03-08,2000-03-24,"g2-3","g2","sand","Amazon 2000"
"10608","F","Syzeuctus sp2","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/4",2000-03-24,2000-04-16,"g3-4","g3","sand","Amazon 2000"
"10609","F","Syzeuctus sp2","Amazon 2000","-3.933888888889","-73.431111111111","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.1-20.2.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/1",2000-01-24,2000-02-20,"g2-1","g2","sand","Amazon 2000"
"10610","F","Syzeuctus sp2","Amazon 2000","-3.933888888889","-73.431111111111","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/4",2000-03-24,2000-04-16,"g2-4","g2","sand","Amazon 2000"
"10611","F","Syzeuctus sp2","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/3",2000-03-08,2000-03-24,"g3-3","g3","sand","Amazon 2000"
"10612","F","Syzeuctus sp2","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/3",2000-03-08,2000-03-24,"g3-3","g3","sand","Amazon 2000"
"10613","F","Syzeuctus sp2","Amazon 2000","-3.934166666667","-73.441388888889","","The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.","PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/3",2000-03-08,2000-03-24,"g3-3","g3","sand","Amazon 2000"
"10614","F","Syzeuctus sp2","Amazon 2000","-3.946833333333","-73.423472222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G1/4",2000-03-24,2000-04-16,"g1-4","g1","sand","Amazon 2000"
"10615","F","Syzeuctus sp2","Amazon 2000","-3.946833333333","-73.423472222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G1/4",2000-03-24,2000-04-16,"g1-4","g1","sand","Amazon 2000"
"10616","F","Syzeuctus sp2","Amazon 2000","-3.962972222222","-73.442722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4",2000-03-24,2000-04-17,"i1-4","i1","sand","Amazon 2000"
"10617","F","Syzeuctus sp2","Amazon 2000","-3.962972222222","-73.442722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4",2000-03-24,2000-04-17,"i1-4","i1","sand","Amazon 2000"
"10618","F","Syzeuctus sp2","Amazon 2000","-3.962972222222","-73.442722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4",2000-03-24,2000-04-17,"i1-4","i1","sand","Amazon 2000"
"10619","F","Syzeuctus sp2","Amazon 2000","-3.948916666667","-73.421194444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/4",2000-03-24,2000-04-17,"h1-4","h1","loam","Amazon 2000"
"10620","F","Syzeuctus sp2","Amazon 2000","-3.953694444444","-73.418722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/4",2000-03-24,2000-04-17,"h2-4","h2","clay","Amazon 2000"
"10621","F","Syzeuctus sp2","Amazon 2000","-3.953694444444","-73.418722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/4",2000-03-24,2000-04-17,"h2-4","h2","clay","Amazon 2000"
"10622","F","Syzeuctus sp2","Amazon 2000","-3.953694444444","-73.418722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/4",2000-03-24,2000-04-17,"h2-4","h2","clay","Amazon 2000"
"10623","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A1/6 090",1998-11-01,1998-11-16,"a1-6","a1","clay","Amazon 1998"
"10624","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A1/6 101",1998-11-01,1998-11-16,"a1-6","a1","clay","Amazon 1998"
"10625","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A1/6 062",1998-11-01,1998-11-16,"a1-6","a1","clay","Amazon 1998"
"10626","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A1/6 139",1998-11-01,1998-11-16,"a1-6","a1","clay","Amazon 1998"
"10627","F","Syzeuctus sp3","Amazon 1998","","","","","26
PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A2/6 423
58",1998-11-01,1998-11-16,"a2-6","a2","clay","Amazon 1998"
"10628","F","Syzeuctus sp3","Amazon 1998","","","","","26
PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A2/6 422
57",1998-11-01,1998-11-16,"a2-6","a2","clay","Amazon 1998"
"10629","F","Syzeuctus sp3","Amazon 1998","","","","","24
PERU, Dept. of Loreto Iquitos area, Mishana 16.10-1.11.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/5 278
59",1998-10-16,1998-11-01,"a2-5","a2","clay","Amazon 1998"
"10630","F","Syzeuctus sp3","Amazon 1998","","","","","24
PERU, Dept. of Loreto Iquitos area, Mishana 16.10-1.11.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/5 272
56",1998-10-16,1998-11-01,"a2-5","a2","clay","Amazon 1998"
"10631","F","Syzeuctus sp3","Amazon 1998","","","","","24
PERU, Dept. of Loreto Iquitos area, Mishana 16.10-1.11.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/5 273
73",1998-10-16,1998-11-01,"a2-5","a2","clay","Amazon 1998"
"10632","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.10-1.11.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/5 012",1998-10-16,1998-11-01,"a2-5","a2","clay","Amazon 1998"
"10633","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.10-1.11.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/5 092
23
68 [0r 89?]",1998-10-16,1998-11-01,"a1-5","a1","clay","Amazon 1998"
"10634","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 253",1998-12-01,1998-12-16,"a2-8","a2","clay","Amazon 1998"
"10635","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 111",1998-12-01,1998-12-16,"a2-8","a2","clay","Amazon 1998"
"10636","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 114",1998-12-01,1998-12-16,"a2-8","a2","clay","Amazon 1998"
"10637","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 350",1998-12-01,1998-12-16,"a2-8","a2","clay","Amazon 1998"
"10638","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 183",1998-12-01,1998-12-16,"a2-8","a2","clay","Amazon 1998"
"10639","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 048",1998-12-01,1998-12-16,"a2-8","a2","clay","Amazon 1998"
"10640","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 173",1998-12-01,1998-12-16,"a2-8","a2","clay","Amazon 1998"
"10641","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.9-1.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/3 087",1998-09-16,1998-10-01,"a1-3","a1","clay","Amazon 1998"
"10642","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.9-1.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/3 045",1998-09-16,1998-10-01,"a1-3","a1","clay","Amazon 1998"
"10643","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A2/2 001",1998-09-01,1998-09-16,"a2-2","a2","clay","Amazon 1998"
"10644","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A2/2 017",1998-09-01,1998-09-16,"a2-2","a2","clay","Amazon 1998"
"10645","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/2 019",1998-09-01,1998-09-16,"a1-2","a1","clay","Amazon 1998"
"10646","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/4 061
21
[7? or 67?]",1998-10-01,1998-10-16,"a1-4","a1","clay","Amazon 1998"
"10647","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/4 068
21
84",1998-10-01,1998-10-16,"a1-4","a1","clay","Amazon 1998"
"10648","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.11-1.12.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/7 085",1998-11-16,1998-12-01,"a1-7","a1","clay","Amazon 1998"
"10649","F","Syzeuctus sp3","Amazon 1998","","","","","43
PERU, Dept. of Loreto Iquitos area, Mishana 16.11-1.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/7 305
77",1998-11-16,1998-12-01,"a2-7","a2","clay","Amazon 1998"
"10650","F","Syzeuctus sp3","Amazon 1998","","","","","43
PERU, Dept. of Loreto Iquitos area, Mishana 16.11-1.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/7 306
74",1998-11-16,1998-12-01,"a2-7","a2","clay","Amazon 1998"
"10651","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A2/4 208",1998-10-01,1998-10-16,"a2-4","a2","clay","Amazon 1998"
"10652","F","Syzeuctus sp3","Amazon 1998","","","","","64
PERU, Dept. of Loreto Iquitos area, Mishana 16.8-1.9.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/1 180
63 ",1998-08-16,1998-09-01,"a2-1","a2","clay","Amazon 1998"
"10653","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.12.1998-1.1.1999, clay Malaise trap, UTU-ART leg. APIH A2/9 173
22
65",1998-12-16,1999-01-01,"a2-9","a2","clay","Amazon 1998"
"10654","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.12.1998-1.1.1999, clay Malaise trap, UTU-ART leg. APIH A2/9 163
22
64",1998-12-16,1999-01-01,"a2-9","a2","clay","Amazon 1998"
"10655","F","Syzeuctus sp3","Amazon 1998","","","","","PERU, Dept. of Loreto Iquitos area, Mishana 16.12.1998-1.1.1999, clay Malaise trap, UTU-ART leg. APIH A2/9 007
22
66",1998-12-16,1999-01-01,"a2-9","a2","clay","Amazon 1998"
"10656","F","Syzeuctus sp3","Amazon 2000","-3.941388888889","-73.405805555556","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.-28.12.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E3/18",2000-12-15,2000-12-29,"e3-18","e3","sand","Amazon 2000"
"10657","F","Syzeuctus sp3","Amazon 2000","-3.941388888889","-73.405805555556","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 22.2.-8.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E3/2",2000-02-22,2000-03-08,"e3-2","e3","sand","Amazon 2000"
"10658","F","Syzeuctus sp3","Amazon 2000","-3.943361111111","-73.411444444444","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E1/15",2000-10-15,2000-11-08,"e1-15","e1","sand","Amazon 2000"
"10659","F","Syzeuctus sp3","Amazon 2000","-3.942055555556","-73.408166666667","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 22.2-8.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E2/2",2000-02-22,2000-03-08,"e2-2","e2","sand","Amazon 2000"
"10660","F","Syzeuctus sp3","Amazon 2000","-3.962972222222","-73.442722222222","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/15",2000-10-15,2000-11-08,"i1-15","i1","sand","Amazon 2000"
"10661","F","Syzeuctus sp3","Amazon 2000","-3.961833333333","-73.440888888889","","","PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, J1/15",2000-10-15,2000-11-08,"j1-15","j1","loam","Amazon 2000"
